"genre","popularity","acousticness","loudness","duration_ms","liveness","tempo","speechiness","danceability","mode","track_name","valence","speechiness.level","loudness.level","liveness.level","tempo.level","duration_s"
"Electronic",35,0.302,-3.762,253714,0.185,139.951,0.137,0.734,"Major","Native Son Prequel",0.931,"High","High","High","Fast",253.714
"Electronic",44,0.142,-6.29,198600,0.174,150.159,0.0362,0.501,"Minor","Take It Easy",0.327,"Low","Medium","High","Fast",198.6
"Electronic",45,0.876,-15.257,204800,0.102,115.009,0.0345,0.695,"Minor","Psyche",0.375,"Low","Low","Low","Moderate",204.8
"Electronic",32,0.00721,-3.915,280655,0.125,124.038,0.0711,0.826,"Major","Bling Bling (Matroda Remix)",0.357,"High","High","High","Moderate",280.655
"Electronic",50,0.0251,-9.389,236293,0.0545,123.488,0.0301,0.722,"Minor","Missing - Todd Terry Remix / Radio Edit",0.645,"Low","Low","Low","Moderate",236.293
"Electronic",40,0.159,-9.563,163298,0.0885,125.021,0.138,0.799,"Major","Over You",0.229,"High","Low","Low","Moderate",163.298
"Electronic",55,0.00996,-7.727,204373,0.116,144.514,0.0631,0.48,"Minor","Ooh La La",0.199,"High","Medium","Low","Fast",204.373
"Electronic",43,0.043,-3.277,255000,0.21,150.052,0.131,0.561,"Minor","Move Back",0.313,"High","High","High","Fast",255
"Electronic",57,0.00303,-2.579,203750,0.299,144.03,0.0941,0.68,"Minor","BANG",0.176,"High","High","High","Fast",203.75
"Electronic",32,0.165,-7.169,237693,0.0937,149.863,0.036,0.349,"Minor","Mere Anarchy - Edit",0.258,"Low","Medium","Low","Fast",237.693
"Electronic",38,0.294,-7.696,184707,0.13,120.055,0.0313,0.58,"Major","Mer du Japon",0.39,"Low","Medium","High","Moderate",184.707
"Electronic",39,0.00516,-6.872,282800,0.0439,115.991,0.0558,0.745,"Minor","Transatlantic",0.871,"Medium","Medium","Low","Moderate",282.8
"Electronic",49,0.00204,-13.929,224800,0.0892,120.004,0.0684,0.81,"Major","Ghetto Kraviz - Original Mix",0.0376,"High","Low","Low","Moderate",224.8
"Electronic",32,4.81e-05,-2.557,360000,0.145,176.036,0.0728,0.399,"Major","Voodoo",0.371,"High","High","High","Fast",360
"Electronic",31,0.00217,-5.315,334440,0.227,111.226,0.0746,0.8,"Minor","Da Funk - Original Version",0.896,"High","High","High","Moderate",334.44
"Electronic",65,0.0261,-7.719,244147,0.309,119.865,0.0495,0.633,"Minor","Cosmic Girl",0.925,"Medium","Medium","High","Moderate",244.147
"Electronic",41,0.000279,-4.25,193867,0.194,150.001,0.0459,0.543,"Minor","Arbiter's Theme",0.103,"Medium","High","High","Fast",193.867
"Electronic",30,0.412,-9.236,195547,0.156,97.619,0.0337,0.365,"Major","Shot In the Back of the Head",0.375,"Low","Low","High","Slow",195.547
"Electronic",41,0.0266,-6.145,270867,0.163,87.456,0.061,0.404,"Major","A S T R A Y / R",0.047,"Medium","Medium","High","Slow",270.867
"Electronic",37,0.555,-13.167,338000,0.123,141.97,0.0355,0.657,"Major","Dusk You & Me",0.378,"Low","Low","High","Fast",338
"Electronic",20,0.2,-14.635,287360,0.0881,109.984,0.0905,0.5,"Minor","Flying Over The Dateline (B-Sides)",0.245,"High","Low","Low","Moderate",287.36
"Electronic",42,0.0402,-12.314,338600,0.0852,170.009,0.035,0.254,"Minor","Future Proof",0.271,"Low","Low","Low","Fast",338.6
"Electronic",37,0.156,-5.979,311724,0.0941,86.962,0.033,0.475,"Minor","Nothing But Space (feat. Aqui)",0.116,"Low","Medium","Low","Slow",311.724
"Electronic",27,0.0089,-5.844,234573,0.295,120.01,0.0428,0.697,"Minor","Wild, Sweet And Cool",0.438,"Medium","Medium","High","Moderate",234.573
"Electronic",38,0.831,-13.503,267373,0.118,173.351,0.0428,0.47,"Major","So Here We Are",0.408,"Medium","Low","Low","Fast",267.373
"Electronic",42,0.000411,-1.993,292500,0.113,127.991,0.0388,0.667,"Minor","Bad Intentions",0.212,"Medium","High","Low","Moderate",292.5
"Electronic",41,0.0692,-9.087,217773,0.0858,118.006,0.0372,0.752,"Minor","Shadows of Ourselves",0.537,"Low","Low","Low","Moderate",217.773
"Electronic",24,0.229,-9.759,140613,0.0986,77.796,0.0256,0.498,"Minor","Look Back In",0.152,"Low","Low","Low","Slow",140.613
"Electronic",24,0.0391,-8.076,283991,0.103,115.61,0.0275,0.551,"Minor","Cable Ties",0.164,"Low","Low","Low","Moderate",283.991
"Electronic",38,0.0266,-1.69,253935,0.082,77.53,0.205,0.582,"Major","Young & Dangerous - Party Thieves & Tre Sera Remix",0.127,"High","High","Low","Slow",253.935
"Electronic",33,0.00161,-2.325,243828,0.215,103.163,0.0512,0.509,"Major","Interstellar",0.311,"Medium","High","High","Moderate",243.828
"Electronic",57,0.000183,-5.327,166552,0.0998,145.116,0.0512,0.466,"Minor","Creed",0.115,"Medium","High","Low","Fast",166.552
"Electronic",35,0.00187,-4.984,244705,0.077,134.958,0.0421,0.602,"Major","The Meaning",0.0585,"Medium","High","Low","Moderate",244.705
"Electronic",36,0.0223,-3.177,202456,0.28,80.152,0.0427,0.578,"Major","Gimme Some",0.115,"Medium","High","High","Slow",202.456
"Electronic",40,0.00118,-4.934,205664,0.233,129.044,0.0848,0.535,"Minor","Sugar High",0.545,"High","High","High","Moderate",205.664
"Electronic",39,0.14,-4.12,224281,0.223,139.978,0.0485,0.66,"Minor","Emptiness",0.353,"Medium","High","High","Fast",224.281
"Electronic",36,0.00251,-5.976,195298,0.0454,142.037,0.124,0.399,"Minor","AS Crust",0.151,"High","Medium","Low","Fast",195.298
"Electronic",51,0.169,-8.705,177112,0.221,123.985,0.123,0.661,"Minor","Like U",0.0813,"High","Low","High","Moderate",177.112
"Electronic",35,0.109,-12.668,328204,0.0306,113.981,0.0423,0.57,"Major","One",0.0591,"Medium","Low","Low","Moderate",328.204
"Electronic",37,0.11,-3.767,250500,0.123,159.81,0.0875,0.422,"Minor","Feel the Power (feat. Micah Martin)",0.288,"High","High","High","Fast",250.5
"Electronic",38,0.608,-6.327,312507,0.302,123.451,0.0552,0.85,"Minor","Harder Better Faster Stronger - The Neptunes Remix",0.907,"Medium","Medium","High","Moderate",312.507
"Electronic",48,0.0778,-10.572,261827,0.12,95.494,0.0824,0.855,"Major","Blue Lines - 2012 Mix/Master",0.947,"High","Low","Low","Slow",261.827
"Electronic",34,0.0291,-7.397,354440,0.115,167.38,0.0905,0.36,"Major","Inertia Creeps - 2006 Digital Remaster",0.395,"High","Medium","Low","Fast",354.44
"Electronic",33,0.000819,-3.116,249840,0.226,129.595,0.0329,0.504,"Major","Regret",0.742,"Low","High","High","Moderate",249.84
"Electronic",35,0.107,-3.856,238500,0.141,130.994,0.0747,0.69,"Major","Claim to Be [Notion Remix]",0.294,"High","High","High","Moderate",238.5
"Electronic",30,0.0129,-4.489,185600,0.111,149.897,0.15,0.537,"Minor","Ice Cold",0.116,"High","High","Low","Fast",185.6
"Electronic",43,0.194,-8.426,278640,0.0984,125.553,0.0441,0.705,"Minor","Harrowdown Hill",0.217,"Medium","Low","Low","Moderate",278.64
"Electronic",47,0.000215,-10.094,202227,0.0924,106.998,0.0446,0.716,"Minor","Emerald Rush - Edit",0.349,"Medium","Low","Low","Moderate",202.227
"Electronic",41,0.627,-8.007,356576,0.116,123.973,0.0919,0.774,"Minor","Over",0.688,"High","Low","Low","Moderate",356.576
"Electronic",43,0.0513,-2.878,225417,0.0818,89.984,0.0589,0.658,"Major","RAW",0.15,"Medium","High","Low","Slow",225.417
"Electronic",36,0.251,-12.566,192500,0.108,115.993,0.0397,0.727,"Major","Breathe - 2square Remix",0.527,"Medium","Low","Low","Moderate",192.5
"Electronic",48,1.25e-05,-3.371,249853,0.29,125.983,0.119,0.672,"Minor","The Island - Pt. II (Dusk)",0.176,"High","High","High","Moderate",249.853
"Electronic",51,0.0808,-5.868,238028,0.277,155.058,0.196,0.599,"Minor","Sovereign",0.251,"High","Medium","High","Fast",238.028
"Electronic",46,0.122,-11.317,346067,0.0931,91.997,0.04,0.685,"Minor","My Destiny - RMX",0.649,"Medium","Low","Low","Slow",346.067
"Electronic",31,0.0419,-9.071,211525,0.0981,117.952,0.0398,0.779,"Major","Love Again (feat. WAVZ) - WAVZ Remix",0.158,"Medium","Low","Low","Moderate",211.525
"Electronic",28,0.317,-5.675,178914,0.112,124.021,0.0462,0.721,"Major","Emotional",0.529,"Medium","Medium","Low","Moderate",178.914
"Electronic",36,0.281,-9.136,329733,0.0992,171.752,0.0596,0.464,"Major","High Roller",0.14,"Medium","Low","Low","Fast",329.733
"Electronic",31,0.0574,-4.826,288333,0.142,151.997,0.0469,0.348,"Major","Small Town Witch",0.224,"Medium","High","High","Fast",288.333
"Electronic",30,0.928,-15.397,266253,0.118,111.852,0.039,0.551,"Major","Franz Schubert - 2009 Remastered Version",0.641,"Medium","Low","Low","Moderate",266.253
"Electronic",38,0.246,-11.043,308427,0.126,179.995,0.0469,0.613,"Major","La Luna y el Lobo (Jhon Montoya Expedition)",0.164,"Medium","Low","High","Fast",308.427
"Electronic",39,0.00125,-4.689,208190,0.36,150.047,0.069,0.542,"Minor","Kaolo Pt. 3",0.484,"High","High","High","Fast",208.19
"Electronic",36,0.0416,-2.584,153600,0.162,149.954,0.0471,0.628,"Minor","Best - Parker Remix",0.322,"Medium","High","High","Fast",153.6
"Electronic",25,0.785,-11.103,244400,0.13,150.015,0.0915,0.605,"Minor","Under The Tallest Arch",0.596,"High","Low","High","Fast",244.4
"Electronic",51,0.252,-6.621,338960,0.288,79.486,0.0302,0.473,"Major","Corner of the Earth",0.276,"Low","Medium","High","Slow",338.96
"Electronic",30,6.69e-05,-5.464,211875,0.0673,128.022,0.0419,0.631,"Major","Crank - Original Mix",0.18,"Medium","High","Low","Moderate",211.875
"Electronic",38,0.00263,-6.352,334000,0.226,125.963,0.114,0.708,"Major","Kimosabe",0.765,"High","Medium","High","Moderate",334
"Electronic",57,0.000667,-5.522,250667,0.0505,174.975,0.0886,0.556,"Major","No Problem",0.505,"High","Medium","Low","Fast",250.667
"Electronic",50,0.0049,-5.123,232275,0.114,124.992,0.041,0.766,"Major","Hero (feat. David Shane)",0.113,"Medium","High","Low","Moderate",232.275
"Electronic",31,0.000571,-7.257,240000,0.116,140.001,0.0529,0.537,"Major","Malfunktion 2.0 - Original",0.28,"Medium","Medium","Low","Fast",240
"Electronic",31,0.0132,-2.867,284571,0.0646,69.939,0.0699,0.685,"Minor","Dimension 7",0.165,"High","High","Low","Slow",284.571
"Electronic",37,0.00578,-5.805,254500,0.354,102.01,0.0508,0.574,"Major","AS Too Wrong",0.143,"Medium","Medium","High","Moderate",254.5
"Electronic",44,0.199,-8.184,249854,0.223,100.889,0.0898,0.302,"Minor","Heaven For The Sinner",0.163,"High","Low","High","Moderate",249.854
"Electronic",54,0.0671,-7.2,228960,0.161,125.001,0.0412,0.643,"Major","Is It Love",0.294,"Medium","Medium","High","Moderate",228.96
"Electronic",31,0.479,-2.98,190362,0.111,145.007,0.118,0.708,"Minor","Undo - Dabow Remix",0.58,"High","High","Low","Fast",190.362
"Electronic",45,0.23,-6.606,186653,0.141,114.925,0.0327,0.604,"Minor","Thick as Thieves",0.664,"Low","Medium","High","Moderate",186.653
"Electronic",60,0.00556,-8.161,315347,0.0751,107.258,0.0458,0.625,"Major","K.I.S.S.E.S",0.467,"Medium","Low","Low","Moderate",315.347
"Electronic",61,0.235,-5.582,341476,0.223,135.056,0.0406,0.474,"Major","show me",0.0876,"Medium","Medium","High","Fast",341.476
"Electronic",36,0.00159,-4.399,244800,0.108,150.016,0.0688,0.699,"Major","Pure Evil",0.453,"High","High","Low","Fast",244.8
"Electronic",38,0.0102,-4.342,237138,0.0903,110.001,0.128,0.777,"Minor","We The Funk - GTA Remix",0.667,"High","High","Low","Moderate",237.138
"Electronic",29,0.05,-8.476,214000,0.315,139.968,0.0314,0.459,"Major","Freeway",0.204,"Low","Low","High","Fast",214
"Electronic",29,0.0244,-7.734,218880,0.364,125.028,0.0445,0.658,"Minor","Amethyst",0.0935,"Medium","Medium","High","Moderate",218.88
"Electronic",35,0.879,-15.928,199873,0.118,125.012,0.0345,0.548,"Minor","Ba Teaches Yoga",0.784,"Low","Low","Low","Moderate",199.873
"Electronic",43,0.465,-8.086,319819,0.11,125.936,0.0492,0.734,"Major","Alley Cats",0.592,"Medium","Low","Low","Moderate",319.819
"Electronic",39,0.323,-7.981,201929,0.153,105.006,0.044,0.788,"Minor","90",0.536,"Medium","Low","High","Moderate",201.929
"Electronic",23,0.373,-9.586,287280,0.118,90.616,0.0374,0.405,"Minor","Rockets",0.111,"Low","Low","Low","Slow",287.28
"Electronic",51,0.12,-8.342,209826,0.237,85.03,0.0303,0.511,"Major","Stop (WWW) - Radio Edit",0.491,"Low","Low","High","Slow",209.826
"Electronic",31,0.00107,-5.39,213544,0.0817,136.106,0.08,0.589,"Major","give it to ya (feat. ABRA)",0.188,"High","High","Low","Fast",213.544
"Electronic",41,0.342,-9.1,192467,0.0969,136.784,0.0357,0.639,"Minor","I Must Confess - 2012 Remaster",0.821,"Low","Low","Low","Fast",192.467
"Electronic",26,0.000717,-3.236,185543,0.256,127.927,0.213,0.706,"Minor","Signal",0.478,"High","High","High","Moderate",185.543
"Electronic",42,0.138,-3.615,204800,0.372,150.079,0.073,0.567,"Major","Lighters Up",0.294,"High","High","High","Fast",204.8
"Electronic",42,0.153,-6.778,188170,0.101,125.028,0.206,0.964,"Major","D.O.N.T.",0.259,"High","Medium","Low","Moderate",188.17
"Electronic",39,0.000103,-3.684,246807,0.246,144.043,0.0456,0.594,"Major","Kiss My Lips (feat. Dev)",0.597,"Medium","High","High","Fast",246.807
"Electronic",49,0.091,-6.273,309173,0.315,117.024,0.0344,0.736,"Minor","Overpowered",0.878,"Low","Medium","High","Moderate",309.173
"Electronic",40,0.0266,-5.046,351693,0.0525,122.987,0.0363,0.711,"Major","Das Spiegel",0.755,"Low","High","Low","Moderate",351.693
"Electronic",32,0.0139,-0.003,228767,0.338,149.888,0.137,0.498,"Minor","Down With Me - VIP",0.179,"High","High","High","Fast",228.767
"Electronic",58,0.107,-1.666,237347,0.197,99.89,0.0928,0.601,"Major","Electronic Memories (feat. Mickey Kojak)",0.642,"High","High","High","Slow",237.347
"Electronic",56,0.0616,-2.794,240713,0.118,127.947,0.0578,0.387,"Major","Your Eye",0.132,"Medium","High","Low","Moderate",240.713
"Electronic",33,0.228,-2.134,132677,0.0989,133.981,0.196,0.776,"Major","Run Ricky Run (feat. Fame School)",0.411,"High","High","Low","Moderate",132.677
"Electronic",40,0.225,-11.109,296320,0.105,158.015,0.049,0.429,"Major","Black Cherry",0.164,"Medium","Low","Low","Fast",296.32
"Electronic",40,0.00414,-6.52,229440,0.236,120.06,0.0473,0.532,"Major","Playgirl",0.702,"Medium","Medium","High","Moderate",229.44
"Electronic",30,0.0165,-7.323,293733,0.127,77.669,0.0427,0.519,"Major","Half Life",0.298,"Medium","Medium","High","Slow",293.733
"Electronic",36,0.00271,-8.588,281067,0.0533,122.023,0.057,0.82,"Major","I See You Baby (feat. Gram'ma Funk)",0.655,"Medium","Low","Low","Moderate",281.067
"Electronic",41,0.0461,-8.434,273213,0.183,112.039,0.0267,0.623,"Major","We Are All Made Of Stars",0.368,"Low","Low","High","Moderate",273.213
"Electronic",41,0.0731,-7.277,289491,0.171,127.988,0.0441,0.824,"Minor","Lover Chanting - Jayda G Remix",0.803,"Medium","Medium","High","Moderate",289.491
"Electronic",35,0.116,-14.97,129213,0.374,101.466,0.0455,0.6,"Minor","Madness",0.269,"Medium","Low","High","Moderate",129.213
"Electronic",32,0.00358,-6.155,283333,0.37,111.384,0.043,0.874,"Major","Turn This Mutha Out",0.898,"Medium","Medium","High","Moderate",283.333
"Electronic",30,0.00558,-6.129,256000,0.0877,140.004,0.0257,0.489,"Minor","Falling feat. Paper Machete",0.0863,"Low","Medium","Low","Fast",256
"Electronic",37,8.34e-05,-5.51,203827,0.166,128.99,0.0567,0.536,"Minor","Chateau",0.444,"Medium","High","High","Moderate",203.827
"Electronic",43,0.207,-14.892,282800,0.107,144.16,0.102,0.775,"Minor","Have You Seen Her",0.86,"High","Low","Low","Fast",282.8
"Electronic",37,0.00642,-7.556,187472,0.103,155.915,0.0935,0.443,"Major","Wolves",0.235,"High","Medium","Low","Fast",187.472
"Electronic",32,0.00935,-1.075,225103,0.112,144.968,0.168,0.537,"Minor","Middle Fingers",0.173,"High","High","Low","Fast",225.103
"Electronic",35,0.0172,-4.765,238446,0.111,168.081,0.102,0.682,"Minor","Dark Crystal",0.531,"High","High","Low","Fast",238.446
"Electronic",24,0.154,-6.213,271599,0.0855,119.964,0.0662,0.739,"Minor","True False/Fake Real",0.719,"High","Medium","Low","Moderate",271.599
"Electronic",43,0.00799,-0.518,210462,0.225,130.07,0.155,0.72,"Major","4 Life - Habstrakt Remix",0.17,"High","High","High","Moderate",210.462
"Electronic",31,0.00892,-4.461,322105,0.142,76.01,0.11,0.566,"Major","Got The Love (feat. Jennifer Hartswick) - Kill The Zo Remix",0.295,"High","High","High","Slow",322.105
"Electronic",59,0.169,-4.255,225429,0.373,140.07,0.0313,0.57,"Major","Alarm",0.352,"Low","High","High","Fast",225.429
"Electronic",36,0.0365,-6.877,255107,0.0737,98.023,0.0278,0.657,"Major","So Light Is Her Footfall - Breakbot Remix",0.193,"Low","Medium","Low","Slow",255.107
"Electronic",28,0.298,-6.719,212067,0.111,91.994,0.0595,0.778,"Major","The Road Is Ruff - Benji Blow Remix",0.697,"Medium","Medium","Low","Slow",212.067
"Electronic",35,0.00419,-4.452,207529,0.198,169.995,0.158,0.524,"Minor","Beam of Light",0.153,"High","High","High","Fast",207.529
"Electronic",26,0.00379,-10.967,342857,0.0973,139.95,0.0739,0.491,"Major","I Am A Laser",0.0842,"High","Low","Low","Fast",342.857
"Electronic",40,0.0153,-3.339,185746,0.0531,149.956,0.0829,0.626,"Minor","Wraith",0.113,"High","High","Low","Fast",185.746
"Electronic",32,0.0411,-3.4,190312,0.226,130.013,0.0441,0.719,"Minor","Work It",0.491,"Medium","High","High","Moderate",190.312
"Electronic",40,0.466,-10.246,340333,0.135,86.004,0.0274,0.579,"Major","Red Dust",0.191,"Low","Low","High","Slow",340.333
"Electronic",42,0.283,-5.177,349053,0.303,120.015,0.0334,0.656,"Major","Living Upside Down",0.925,"Low","High","High","Moderate",349.053
"Electronic",53,0.148,-4.341,207470,0.0943,140.053,0.0353,0.629,"Minor","Firestorm (feat. Sara Diamond)",0.232,"Low","High","Low","Fast",207.47
"Electronic",35,0.0282,-9.344,338241,0.126,99.989,0.0377,0.723,"Minor","Aliens",0.039,"Low","Low","High","Slow",338.241
"Electronic",37,0.00107,-3.694,288000,0.113,150.16,0.0521,0.582,"Major","Kannibalen - Original Mix",0.469,"Medium","High","Low","Fast",288
"Electronic",35,0.325,-8.693,236147,0.112,121.976,0.0334,0.838,"Minor","Babylon Falling",0.575,"Low","Low","Low","Moderate",236.147
"Electronic",32,0.0217,-6.057,281418,0.382,174.059,0.0762,0.471,"Minor","Stardust Redux",0.106,"High","Medium","High","Fast",281.418
"Electronic",27,0.011,-7.888,311823,0.123,126.018,0.0438,0.703,"Major","Rejoice (feat. Rouge Mary)",0.529,"Medium","Medium","High","Moderate",311.823
"Electronic",32,0.319,-7.811,190526,0.135,114,0.0396,0.834,"Minor","<U+043E><U+0441><U+043A><U+043E><U+043B><U+043A><U+0438> (shumno prod.)",0.372,"Medium","Medium","High","Moderate",190.526
"Electronic",49,0.0217,-9.006,354000,0.0561,120.004,0.128,0.927,"Minor","Look Up",0.794,"High","Low","Low","Moderate",354
"Electronic",53,0.101,-5.178,201333,0.112,180.153,0.0652,0.53,"Minor","Ghost",0.398,"High","High","Low","Fast",201.333
"Electronic",21,0.00184,-3.196,151619,0.0227,145.026,0.14,0.759,"Major","DJ Tool 8 - VIP",0.581,"High","High","Low","Fast",151.619
"Electronic",22,0.12,-7.02,271173,0.118,116.003,0.059,0.738,"Minor","Smoke And Mirrors",0.879,"Medium","Medium","Low","Moderate",271.173
"Electronic",52,0.172,-5.003,241610,0.364,149.188,0.053,0.553,"Minor","The Future (with James Vincent McMorrow)",0.416,"Medium","High","High","Fast",241.61
"Electronic",39,0.0562,-11.807,266107,0.133,156.044,0.0831,0.625,"Minor","Shipwreck - Radio Edit",0.547,"High","Low","High","Fast",266.107
"Electronic",31,0.00082,-4.708,282857,0.114,111.973,0.0588,0.725,"Minor","Kill The Noise - Dill Francis Remix",0.195,"Medium","High","Low","Moderate",282.857
"Electronic",31,0.00104,-3.413,243710,0.0285,128.956,0.105,0.53,"Major","DJ Tool 8",0.446,"High","High","Low","Moderate",243.71
"Electronic",42,0.22,-7.806,237600,0.0581,145.922,0.0274,0.574,"Major","Swing",0.306,"Low","Medium","Low","Fast",237.6
"Electronic",38,0.235,-5.343,250750,0.0641,104.991,0.0395,0.681,"Major","The Right Type",0.249,"Medium","High","Low","Moderate",250.75
"Electronic",28,0.0583,-3.661,283800,0.106,125.312,0.0349,0.674,"Major","Think Harder",0.586,"Low","High","Low","Moderate",283.8
"Electronic",34,0.917,-15.724,170187,0.148,130.539,0.0311,0.421,"Minor","The Way You Talk",0.181,"Low","Low","High","Moderate",170.187
"Electronic",32,0.0797,-4.144,186400,0.309,75.025,0.0324,0.616,"Minor","Looking Back - Sem Remix",0.358,"Low","High","High","Slow",186.4
"Electronic",55,0.283,-9.593,300693,0.152,172.092,0.0365,0.683,"Major","Yes Baby Yes",0.81,"Low","Low","High","Fast",300.693
"Electronic",45,0.0733,-3.891,283773,0.263,119.949,0.0412,0.565,"Minor","Strangers In The Wind",0.541,"Medium","High","High","Moderate",283.773
"Electronic",38,0.0127,-6.163,233719,0.0661,140,0.0564,0.488,"Major","Of Course I Still Love You",0.0395,"Medium","Medium","Low","Fast",233.719
"Electronic",43,0.0102,-3.847,163667,0.255,103.538,0.133,0.676,"Major","Happy Up Here",0.685,"High","High","High","Moderate",163.667
"Electronic",46,0.00989,-7.142,240122,0.0882,125.005,0.0344,0.709,"Minor","Futurmastic",0.672,"Low","Medium","Low","Moderate",240.122
"Electronic",46,0.848,-14.764,302553,0.107,93.99,0.0347,0.784,"Minor","Elega al Che",0.461,"Low","Low","Low","Slow",302.553
"Electronic",30,0.106,-5.547,202480,0.0996,120.81,0.0411,0.338,"Minor","Need You",0.2,"Medium","Medium","Low","Moderate",202.48
"Electronic",31,0.0753,-5.561,254419,0.0852,82.91,0.211,0.646,"Major","<U+30ED><U+30E0><U+30ED><U+30E0><U+306E><U+6EDD> - Instrumental",0.42,"High","Medium","Low","Slow",254.419
"Electronic",39,0.0122,-6.235,185617,0.112,75.008,0.0815,0.601,"Major","Cerberus",0.0397,"High","Medium","Low","Slow",185.617
"Electronic",44,0.00196,-4.232,190434,0.221,144.963,0.0343,0.527,"Major","Blood Diamond (feat. Serebro)",0.288,"Low","High","High","Fast",190.434
"Electronic",34,0.00591,-4.651,186240,0.363,125.001,0.0508,0.644,"Major","Knuckles",0.316,"Medium","High","High","Moderate",186.24
"Electronic",32,0.0226,-4.406,306808,0.131,150.007,0.176,0.604,"Major","Black Gold - Original Mix",0.747,"High","High","High","Fast",306.808
"Electronic",44,0.0496,-3.573,205513,0.0456,127.933,0.0453,0.68,"Major","Textacy",0.211,"Medium","High","Low","Moderate",205.513
"Electronic",31,0.000189,-4.53,229024,0.0969,130.013,0.0355,0.679,"Minor","The Crown",0.0672,"Low","High","Low","Moderate",229.024
"Electronic",29,0.000369,-3.886,263679,0.345,140.022,0.0747,0.754,"Major","Imposters",0.382,"High","High","High","Fast",263.679
"Electronic",45,0.000245,-7.303,311490,0.173,118.99,0.0428,0.58,"Major","Alakazam !",0.154,"Medium","Medium","High","Moderate",311.49
"Electronic",33,0.0252,-12.416,336067,0.0954,107.217,0.0424,0.679,"Major","Close (To The Edit)",0.748,"Medium","Low","Low","Moderate",336.067
"Electronic",62,0.0144,-8.352,301467,0.0544,101.59,0.0337,0.573,"Minor","Sweet Harmony",0.796,"Low","Low","Low","Moderate",301.467
"Electronic",44,0.025,-9.131,165933,0.185,148.092,0.0295,0.494,"Major","Victoria",0.901,"Low","Low","High","Fast",165.933
"Electronic",37,0.229,-12.498,353320,0.0934,123.987,0.0317,0.697,"Major","Shades Of Marble",0.591,"Low","Low","Low","Moderate",353.32
"Electronic",41,0.00242,-6.626,151795,0.354,116.986,0.0535,0.479,"Major","Demons",0.408,"Medium","Medium","High","Moderate",151.795
"Electronic",25,0.00129,-2.066,268800,0.0975,150.12,0.206,0.809,"Major","What's Poppin'? - VIP Mix",0.542,"High","High","Low","Fast",268.8
"Electronic",46,0.00424,-5.162,219429,0.0429,123.999,0.0493,0.818,"Major","Move Your Body (Future House)",0.741,"Medium","High","Low","Moderate",219.429
"Electronic",36,0.0041,-1.441,198109,0.0967,127.912,0.105,0.526,"Major","Hello",0.416,"High","High","Low","Moderate",198.109
"Electronic",48,0.00149,-1.233,214427,0.0715,121.03,0.0396,0.617,"Major","Never Ever - Edit",0.886,"Medium","High","Low","Moderate",214.427
"Electronic",37,0.000113,-2.26,271875,0.137,127.997,0.0868,0.651,"Major","Hell Motel",0.315,"High","High","High","Moderate",271.875
"Electronic",48,0.0312,-1.026,191040,0.071,75.03,0.1,0.586,"Minor","Depression & Anger",0.15,"High","High","Low","Slow",191.04
"Electronic",57,1.24e-05,-7.157,318507,0.0876,105.148,0.0334,0.599,"Major","Step On - 2007 Remastered Version",0.415,"Low","Medium","Low","Moderate",318.507
"Electronic",32,0.29,-7.94,271429,0.0829,84.021,0.0771,0.712,"Major","Portorose in July",0.54,"High","Medium","Low","Slow",271.429
"Electronic",29,0.335,-7.379,162977,0.249,114.758,0.0502,0.549,"Major","Public Making out Is Like Ugh",0.254,"Medium","Medium","High","Moderate",162.977
"Electronic",32,0.00304,-2.489,222102,0.0819,131.998,0.0902,0.697,"Major","The Weapon",0.518,"High","High","Low","Moderate",222.102
"Electronic",32,0.0461,-4.796,255600,0.124,125.967,0.0327,0.674,"Minor","These Chains",0.44,"Low","High","High","Moderate",255.6
"Electronic",41,0.00835,-2.869,208000,0.109,75.062,0.0817,0.475,"Minor","Extraterrestrial",0.191,"High","High","Low","Slow",208
"Electronic",50,0.718,-13.234,263689,0.0974,179.868,0.0816,0.647,"Major","Folha de Jurema",0.179,"High","Low","Low","Fast",263.689
"Electronic",19,0.2,-14.635,287360,0.0881,109.984,0.0905,0.5,"Minor","Flying Over the Dateline",0.245,"High","Low","Low","Moderate",287.36
"Electronic",51,0.0314,-5.17,177002,0.0518,127.993,0.111,0.888,"Major","Cuando",0.735,"High","High","Low","Moderate",177.002
"Electronic",42,0.448,-9.223,264133,0.0834,80.587,0.0266,0.446,"Major","Tightrope",0.412,"Low","Low","Low","Slow",264.133
"Electronic",27,0.00146,-1.07,297931,0.416,145.034,0.0855,0.59,"Major","The Invisible Invaders",0.154,"High","High","High","Fast",297.931
"Electronic",33,0.318,-9.808,186493,0.0877,197.955,0.0762,0.628,"Minor","Samba Tranquille",0.485,"High","Low","Low","Fast",186.493
"Electronic",54,0.0016,-1.644,238500,0.256,75.376,0.204,0.486,"Major","Born To Survive",0.284,"High","High","High","Slow",238.5
"Electronic",28,0.454,-12.919,205333,0.106,79.031,0.0899,0.392,"Minor","Mirror",0.121,"High","Low","Low","Slow",205.333
"Electronic",27,0.00917,-4.754,240870,0.284,93.975,0.0416,0.519,"Minor","Different Days",0.54,"Medium","High","High","Slow",240.87
"Electronic",32,0.00279,-4.541,218462,0.0284,156.035,0.0823,0.646,"Minor","Collecta",0.474,"High","High","Low","Fast",218.462
